Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
,d98de337-867f-497a-9552-ff809836b65d,,,,,,SQ8345546,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,20,,,0.40625,12,8.5,0.25,,
61b0f9d4d74265463e8fbb1f,3adda981-d73b-4e1e-80e2-918f5c02da22,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c,Robert Kaufman Fabrics - Willshire by Wishwell - WELD-20505-15 - Ivory,"This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment:  Payment can be made with Paypal, direct checkout or by credit card.  Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping:  We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail.  <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final & no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.",SQ0000611,Dimensions,Fat Quarter (18x22),,,,,,,,,,,3,0,No,2,/fabric-by-the-yard/robert-kaufman-fabrics,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1638988304926-E3AZUSL5W85RTQNPL4BF/3+-+WELD-20505-15+IVORY.jpg
,691aee48-1cbe-4e82-9626-f20ee929d72c,,,,,,SQ6845130,Dimensions,1/4 Yard (9x44),,,,,,,,,,,3,0,No,1,,,0.40625,12,8.5,0.25,,
,662cdb7c-cc93-44dd-ba2c-9cb1c07d2071,,,,,,SQ3447136,Dimensions,1/2 Yard (18x44),,,,,,,,,,,5.5,0,No,1,,,0.40625,12,8.5,0.25,,
,8595c2b7-291a-4951-a170-70308b9df054,,,,,,SQ4743111,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,19,,,0.40625,12,8.5,0.25,,
61b0fa278226b44a75771593,91b60d79-e722-4978-bf74-d560042fa906,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm,Robert Kaufman Fabrics - Willshire by Wishwell - WELD-20508-32 - Mint,"This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment:  Payment can be made with Paypal, direct checkout or by credit card.  Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping:  We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail.  <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final & no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.",SQ6573614,Dimensions,Fat Quarter (18x22),,,,,,,,,,,3,0,No,2,/fabric-by-the-yard/robert-kaufman-fabrics,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1638988349936-FEBURP6B2TAFWHTELBXD/3+-+WELD-20508-32+MINT.jpg
,4011906b-79e2-41ad-b597-a62cabdea0cb,,,,,,SQ7862284,Dimensions,1/4 Yard (9x44),,,,,,,,,,,3,0,No,1,,,0.40625,12,8.5,0.25,,
,58b40f8f-0a02-45be-aa87-5067bc5559f2,,,,,,SQ8762633,Dimensions,1/2 Yard (18x44),,,,,,,,,,,5.5,0,No,2,,,0.40625,12,8.5,0.25,,
,80df3654-bfa7-4ad1-b0b7-0644f34d52ec,,,,,,SQ7818571,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,20,,,0.40625,12,8.5,0.25,,
61b0fa5b865ac03a1e1e5c41,1e011281-65c1-460a-bb57-619e8e34ad87,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm-5sfdc,Robert Kaufman Fabrics - Willshire by Wishwell - WELD-20506-84 - Cream,"This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment:  Payment can be made with Paypal, direct checkout or by credit card.  Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping:  We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail.  <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final & no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.",SQ3016857,Dimensions,Fat Quarter (18x22),,,,,,,,,,,3,0,No,2,/fabric-by-the-yard/robert-kaufman-fabrics,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1638988443713-QAKW5SKOP0TU154SOMXU/3+-+WELD-20506-84+CREAM.jpg
,5a812803-2d6e-4e88-a89d-46b9c963a7c1,,,,,,SQ5823216,Dimensions,1/4 Yard (9x44),,,,,,,,,,,3,0,No,1,,,0.40625,12,8.5,0.25,,
,7ed1e0fe-ef20-4b65-8e87-26fa95cdb1a0,,,,,,SQ6620860,Dimensions,1/2 Yard (18x44),,,,,,,,,,,5.5,0,No,2,,,0.40625,12,8.5,0.25,,
,fe52bb0e-7254-4f48-8997-4a2d8c0199bd,,,,,,SQ7127687,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,20,,,0.40625,12,8.5,0.25,,
61b7ca48abc1624ced99f3de,00f61b47-5cac-447e-9fd4-7709c3e7298d,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm-5sfdc-b6sz4,Robert Kaufman Fabrics - Geo Brights by Artisan Batiks - AMD-20844-26 - Petunia,"This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment:  Payment can be made with Paypal, direct checkout or by credit card.  Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping:  We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail.  <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final & no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.",SQ2403050,Dimensions,Fat Quarter (18x22),,,,,,,,,,,3,0,No,1,/fabric-by-the-yard/robert-kaufman-fabrics,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1639435109827-NE5B9JM4O8LLDA9ZHDWY/Batik-01+-+AMD-20844-26.jpg
,4b06f02d-3363-4e41-9052-991bd2ad7e99,,,,,,SQ8870220,Dimensions,1/4 Yard (9x44),,,,,,,,,,,3,0,No,1,,,0.40625,12,8.5,0.25,,
,4ec5fd4c-bde4-4c3b-a7ef-785212769b50,,,,,,SQ1877671,Dimensions,1/2 Yard (18x44),,,,,,,,,,,5.5,0,No,2,,,0.40625,12,8.5,0.25,,
,8478390a-2365-4483-913d-370cbee43617,,,,,,SQ3054061,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,20,,,0.40625,12,8.5,0.25,,
61b7cb8a20cf0a127dadad3f,675af94b-dc07-49df-91c4-2e2b33e4877d,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm-5sfdc-b6sz4-jzhpn,Robert Kaufman Fabrics - Geo Brights by Artisan Batiks - AMD-20845-98 - Strawberry,"This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment:  Payment can be made with Paypal, direct checkout or by credit card.  Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping:  We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail.  <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final & no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.",SQ6463657,Dimensions,Fat Quarter (18x22),,,,,,,,,,,3,0,No,2,/fabric-by-the-yard/robert-kaufman-fabrics,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1639435168259-802BXV9QHNOAZJ9JWB7F/Batik-02+-+AMD-20845-98.jpg
,1283ac0d-ade0-40aa-82dc-c1b5348f0cc8,,,,,,SQ3654256,Dimensions,1/4 Yard (9x44),,,,,,,,,,,3,0,No,1,,,0.40625,12,8.5,0.25,,
,4abfd4c5-ff9f-4bf4-8291-0a2b0adecd17,,,,,,SQ6087783,Dimensions,1/2 Yard (18x44),,,,,,,,,,,5.5,0,No,1,,,0.40625,12,8.5,0.25,,
,620fd7c2-7d3e-4fbc-bfd8-9d61545efdcd,,,,,,SQ7634533,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,9,,,0.40625,12,8.5,0.25,,
61b7cbc0db7ba8316cf9676b,7f3384d6-8a6c-4287-9ced-d67093b8e6cf,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm-5sfdc-b6sz4-jzhpn-ggz9l,Robert Kaufman Fabrics - Geo Brights by Artisan Batiks - AMD-20843-211 - Island Green,"This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment:  Payment can be made with Paypal, direct checkout or by credit card.  Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping:  We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail.  <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final & no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.",SQ7651740,Dimensions,Fat Quarter (18x22),,,,,,,,,,,3,0,No,1,/fabric-by-the-yard/robert-kaufman-fabrics,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1639435304133-L1F2TFGTDXHV42OFR9RY/Batik-04+-+AMD-20843-211.jpg
,f73be72e-1954-47ee-84fc-61d3d577501a,,,,,,SQ7845077,Dimensions,1/4 Yard (9x44),,,,,,,,,,,3,0,No,1,,,0.40625,12,8.5,0.25,,
,51882575-d276-4257-863d-9447a73afb15,,,,,,SQ1427836,Dimensions,1/2 Yard (18x44),,,,,,,,,,,5.5,0,No,2,,,0.40625,12,8.5,0.25,,
,310a97c1-6d39-41a2-9c86-d0698451378b,,,,,,SQ3804217,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,10,,,0.40625,12,8.5,0.25,,
61b7cc48afe31f72d1fabc73,d3036a1a-9c5d-48cf-945b-07a570c74d2e,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm-5sfdc-b6sz4-jzhpn-ggz9l-famag,Robert Kaufman Fabrics - Geo Brights by Artisan Batiks - AMD-20843-131 - Cancary,"This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment:  Payment can be made with Paypal, direct checkout or by credit card.  Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping:  We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail.  <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final & no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.",SQ4848134,Dimensions,Fat Quarter (18x22),,,,,,,,,,,3,0,No,2,/fabric-by-the-yard/robert-kaufman-fabrics,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1639435352634-BV7BT1HEG4JBGJR9ZR3M/Batik-03+-+AMD-20843-131.jpg
,0324dac9-d48b-493f-854a-8bcd213485b5,,,,,,SQ6138373,Dimensions,1/4 Yard (9x44),,,,,,,,,,,3,0,No,1,,,0.40625,12,8.5,0.25,,
,81a46370-bc17-4d7b-b35f-4096fea87854,,,,,,SQ1341044,Dimensions,1/2 Yard (18x44),,,,,,,,,,,5.5,0,No,2,,,0.40625,12,8.5,0.25,,
,ec40e5bd-e595-4a7f-82c7-6f5e77367070,,,,,,SQ3504740,Dimensions,1 yard (36x44),,,,,,,,,,,10,0,No,7,,,0.40625,12,8.5,0.25,,
61e19df6b11a7056176ca16f,10c06033-5eb9-488c-ba9a-42119bd883bd,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm-5sfdc-b6sz4-jzhpn-ggz9l-famag-my3la,CLEARANCE - Robert Kaufman Fabrics - Watercolor Blossoms - SRK-20464-144 - Peach,"<p class=""""><span style=""color: rgb(0, 0, 0)"">CLEARANCE ITEMS: All clearance items are $7.00 / yard and only sold in whole yard increments. Get them while they last!!</span></p><p class=""""></p><p class="""">This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment: Payment can be made with Paypal, direct checkout or by credit card. Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping: We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail. <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final &amp; no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.</p>",SQ6244024,Dimensions,1 yard (36x44),,,,,,,,,,,7,0,No,3,/sale-fabric-700yard,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1642176060628-1Q8HRNI6P9BZDTEY0IY0/SRK-20464-144.jpg
61e19e660d6e2d5d6a8871ac,307d390a-14f5-4a74-ab72-f9f534df3336,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-leaf-anj-19792-43-ysdbl-8nrtc-spref-4ydz4-h7mnx-egam8-6mt5m-rnphj-f4m7p-ehk4d-wte6c-ca7mm-5sfdc-b6sz4-jzhpn-ggz9l-famag-my3la-7yf84,CLEARANCE - Robert Kaufman Fabrics - Watercolor Blossoms - SRK-20466-106 - Blossom,"<p class=""""><span style=""color: rgb(0, 0, 0)"">CLEARANCE ITEMS: All clearance items are $7.00 / yard and only sold in whole yard increments. Get them while they last!!</span></p><p class=""""></p><p class="""">This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment: Payment can be made with Paypal, direct checkout or by credit card. Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping: We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail. <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final &amp; no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.</p>",SQ2208621,Dimensions,1 yard (36x44),,,,,,,,,,,7,0,No,5,/sale-fabric-700yard,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1642176166795-7H5CPXZJDCGS08NETGRZ/artisan_batiks_watercolor_blossoms_srk_20466_106_w2590019.jpg
61635ec3daea47694bd65d45,71473e10-15af-4466-bf48-6ebb80c0abcf,PHYSICAL,fabric-shop,robert-kaufman-fabrics-warehouse-district-by-wishwell-vintage-anj-19789-200,CLEARANCE - Robert Kaufman Fabrics - Warehouse District by Wishwell - Vintage - ANJ-19789-200,"<p class=""""><span style=""color: rgb(0, 0, 0)"">CLEARANCE ITEMS: All clearance items are $7.00 / yard and only sold in whole yard increments. Get them while they last!!</span></p><p class=""""></p><p class="""">This listing is for one continuous cut of the fabric shown. It is 100% cotton and 43/44"" wide. <br><br>Please check our other listings for coordinating fabrics. <br><br>Payment: Payment can be made with Paypal, direct checkout or by credit card. Missouri residents will be charged applicable sales tax on any orders.<br><br>Shipping: We ship items daily (M-F). Shipping costs that are significantly over calculated through checkout will be refunded.<br><br>FOR UNITED STATES ORDERS :<br><br>USPS First Class Mail will be used for orders up to 2 yards of fabric. Orders including 2+ yards will be shipped USPS Priority Mail. <br><br>FOR INTERNATIONAL ORDERS :<br><br>USPS Priority International Mail Flat Rate Envelopes will be used for orders up to 10 yards or with a 4 pound maximum. Thereafter, USPS Priority International Mail Flat Rate Boxes or International Express mailing will be used. Generally, Priority Mail is received in 6-10 business days, Express in 3-5 business days.<br><br>First Class International Mail may be used whenever possible to keep shipping costs down for you. However, know that this service may take a while to receive. <br><br>If you desire to purchase a larger number of yards, please convo us so we can work together to keep your shipping costs as low as possible.<br><br>All duty/taxes that are added by your country are completely separate from Cotton Cuts and 100% the responsibility of the customer. Please know your country's duty/tax charges prior to purchase.<br><br>Refunds and Exchanges<br><br>Sales are final &amp; no refunds will be granted. This allows us to guarantee new, fresh off the bolt fabric from our cozy shop to your cozy home.</p>",SQ7966057,Dimensions,1 yard (36x44),,,,,,,,,,,7,0,No,6,/sale-fabric-700yard,"Fabric, Quilt, Stash, Designer fabric, high quality fabric, sewing fabric, new fabric, fabric by the yard, fabric cut to order, fabric from the bolt, modern, bright, low volume",0.40625,12,8.5,0.25,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1633902276202-DYKZL320M6XPYMYTNK4Q/https%3A%2F%2Fi.etsystatic.com%2F13829245%2Fr%2Fil%2Fc24271%2F2737434009%2Fil_fullxfull.2737434009_r9yu.jpg
